time,ue[0]_x,ue[0]_y,ue[0]_z,ue[1]_x,ue[1]_y,ue[1]_z,ue[2]_x,ue[2]_y,ue[2]_z,ue[3]_x,ue[3]_y,ue[3]_z,gnb_x,gnb_y,gnb_z
0.098	903.694	690.923	0	922.543	644.612	0	950.005	709.772	0	857.383	672.074	0	726	277	0
0.099	903.732	690.83	0	922.581	644.519	0	950.043	709.679	0	857.421	671.981	0	726	277	0
0.1	903.77	690.738	0	922.619	644.427	0	950.081	709.587	0	857.459	671.889	0	726	277	0
0.101	903.807	690.645	0	922.656	644.334	0	950.119	709.494	0	857.496	671.796	0	726	277	0
0.102	903.845	690.553	0	922.694	644.241	0	950.156	709.401	0	857.534	671.704	0	726	277	0
0.103	903.883	690.46	0	922.732	644.149	0	950.194	709.309	0	857.572	671.611	0	726	277	0
0.104	903.921	690.367	0	922.77	644.056	0	950.232	709.216	0	857.609	671.518	0	726	277	0
0.105	903.958	690.275	0	922.807	643.964	0	950.269	709.124	0	857.647	671.426	0	726	277	0
0.106	903.996	690.182	0	922.845	643.871	0	950.307	709.031	0	857.685	671.333	0	726	277	0
0.107	904.034	690.089	0	922.883	643.778	0	950.345	708.938	0	857.723	671.24	0	726	277	0
0.108	904.071	689.997	0	922.92	643.686	0	950.382	708.846	0	857.76	671.148	0	726	277	0
0.109	904.109	689.904	0	922.958	643.593	0	950.42	708.753	0	857.798	671.055	0	726	277	0
0.11	904.147	689.812	0	922.996	643.5	0	950.458	708.66	0	857.836	670.963	0	726	277	0
0.111	904.184	689.719	0	923.033	643.408	0	950.496	708.568	0	857.873	670.87	0	726	277	0
0.112	904.222	689.626	0	923.071	643.315	0	950.533	708.475	0	857.911	670.777	0	726	277	0
0.113	904.26	689.534	0	923.109	643.223	0	950.571	708.383	0	857.949	670.685	0	726	277	0
0.114	904.298	689.441	0	923.146	643.13	0	950.609	708.29	0	857.986	670.592	0	726	277	0
0.115	904.335	689.348	0	923.184	643.037	0	950.646	708.197	0	858.024	670.5	0	726	277	0
0.116	904.373	689.256	0	923.222	642.945	0	950.684	708.105	0	858.062	670.407	0	726	277	0
0.117	904.411	689.163	0	923.26	642.852	0	950.722	708.012	0	858.1	670.314	0	726	277	0
0.118	904.448	689.071	0	923.297	642.759	0	950.759	707.92	0	858.137	670.222	0	726	277	0
0.119	904.486	688.978	0	923.335	642.667	0	950.797	707.827	0	858.175	670.129	0	726	277	0
0.12	904.524	688.885	0	923.373	642.574	0	950.835	707.734	0	858.213	670.036	0	726	277	0
0.121	904.561	688.793	0	923.41	642.482	0	950.873	707.642	0	858.25	669.944	0	726	277	0
0.122	904.599	688.7	0	923.448	642.389	0	950.91	707.549	0	858.288	669.851	0	726	277	0
0.123	904.637	688.607	0	923.486	642.296	0	950.948	707.456	0	858.326	669.759	0	726	277	0
0.124	904.675	688.515	0	923.523	642.204	0	950.986	707.364	0	858.363	669.666	0	726	277	0
0.125	904.712	688.422	0	923.561	642.111	0	951.023	707.271	0	858.401	669.573	0	726	277	0
0.126	904.75	688.33	0	923.599	642.019	0	951.061	707.179	0	858.439	669.481	0	726	277	0
0.127	904.788	688.237	0	923.637	641.926	0	951.099	707.086	0	858.477	669.388	0	726	277	0
0.128	904.825	688.144	0	923.674	641.833	0	951.136	706.993	0	858.514	669.295	0	726	277	0
